id	dep	circo	inscrits	abstentions	votants	blancs	nuls	exprimes	p1_panneau	p1_sexe	p1_nom	p1_prenom	p1_nuance	p1_voix	p2_panneau	p2_sexe	p2_nom	p2_prenom	p2_nuance	p2_voix	p3_panneau	p3_sexe	p3_nom	p3_prenom	p3_nuance	p3_voix	p4_panneau	p4_sexe	p4_nom	p4_prenom	p4_nuance	p4_voix	p5_panneau	p5_sexe	p5_nom	p5_prenom	p5_nuance	p5_voix	p6_panneau	p6_sexe	p6_nom	p6_prenom	p6_nuance	p6_voix	p7_panneau	p7_sexe	p7_nom	p7_prenom	p7_nuance	p7_voix	p8_panneau	p8_sexe	p8_nom	p8_prenom	p8_nuance	p8_voix	p9_panneau	p9_sexe	p9_nom	p9_prenom	p9_nuance	p9_voix	p10_panneau	p10_sexe	p10_nom	p10_prenom	p10_nuance	p10_voix	p11_panneau	p11_sexe	p11_nom	p11_prenom	p11_nuance	p11_voix	p12_panneau	p12_sexe	p12_nom	p12_prenom	p12_nuance	p12_voix	p13_panneau	p13_sexe	p13_nom	p13_prenom	p13_nuance	p13_voix	p14_panneau	p14_sexe	p14_nom	p14_prenom	p14_nuance	p14_voix	p15_panneau	p15_sexe	p15_nom	p15_prenom	p15_nuance	p15_voix	p16_panneau	p16_sexe	p16_nom	p16_prenom	p16_nuance	p16_voix	p17_panneau	p17_sexe	p17_nom	p17_prenom	p17_nuance	p17_voix	p18_panneau	p18_sexe	p18_nom	p18_prenom	p18_nuance	p18_voix	p19_panneau	p19_sexe	p19_nom	p19_prenom	p19_nuance	p19_voix	p20_panneau	p20_sexe	p20_nom	p20_prenom	p20_nuance	p20_voix	p21_panneau	p21_sexe	p21_nom	p21_prenom	p21_nuance	p21_voix	p22_panneau	p22_sexe	p22_nom	p22_prenom	p22_nuance	p22_voix
35_07	35	07	105132	50143	54989	676	279	54034	14	M	GROISIER	Jean-Michel	DXG	239	16	M	DESCOTTES	Edouard	DXG	355	10	M	GUIVARC'H	Nicolas	NUP	11486	13	F	DRELON	Marie-Thérèse	ECO	595	1	M	BEN LAHCEN	Ismaïl	DIV	45	4	M	PÉAN	Stéphane	DIV	408	5	M	DELCOURT	Julien	DIV	62	7	M	KUCZYK	Raoul	DIV	0	17	F	FERRIAULT	Nelly	DIV	474	8	M	GRUENAIS	Étienne	REG	304	15	F	LECLERCQ	Eliane	REG	695	9	F	LE GAGNE	Anne	ENS	15330	6	M	FICHET	Christophe	DVC	996	3	M	BOURGEAUX	Jean-Luc	LR	13736	11	F	BÉQUIGNON	Claude	DSV	478	2	F	ROSENSTECH	Leïla	REC	1970	12	M	LEMOINE	Dylan	RN	6861																														
35_08	35	08	90991	40660	50331	657	226	49448	3	M	LUCAS	Fabrice	DXG	369	8	M	LEROUX	Marvin	DXG	83	2	M	BOULOUX	Mickaël	NUP	22610	1	M	LLAVORI	Rodolphe	DVG	2065	5	M	ALLIX	Sébastien	DVG	145	9	M	GOMEZ	Guillaume	ECO	552	11	M	ELAHIAR	Kamel	DIV	111	7	F	DOLU	Karol	REG	270	12	M	LE GALL	Joël	REG	863	13	M	BACHELIER	Florian	ENS	15950	10	M	TOURNADE	Maël	LR	1088	4	M	NICOLAS	Jean-Pierre	DSV	531	6	M	BARBIÉ DE PRÉAUDEAU	Régis	REC	1412	14	F	LOOTEN	Marianne	RN	3399																																																
36_01	36	01	77777	39786	37991	726	388	36877	2	F	GÉLINAUD	Véronique	DXG	704	3	F	GONZALEZ	Éloïse	NUP	8313	8	F	BOISSOU	Camélia	ECO	576	5	M	JOLIVET	François	ENS	10152	6	F	FRUCHON	Alix	LR	6705	4	F	GIBAULT	Claudine	DVD	659	1	F	FELDER	Sandrine	REC	1544	7	F	WUNSCH	Mylène	RN	8224																																																																																				
36_02	36	02	88366	42315	46051	976	464	44611	4	M	MERCIER	Damien	DXG	874	3	M	COMPAIN	Aymeric	NUP	9815	2	M	CASH	Roland	ECO	606	8	F	GUERIN	Sophie	ENS	8192	9	M	FORISSIER	Nicolas	LR	11386	6	F	BOTTON	Alexandra	DVD	1000	5	F	BERTHAULT-KORZHYK	Annie	DSV	601	1	M	PÉROUX	Jean Michel	REC	1593	7	M	THIRION	Fabien	RN	10544																																																																														
37_01	37	01	71139	35807	35332	330	146	34856	5	M	JOUHANNAUD	Thomas	DXG	414	7	M	FOURNIER	Charles	NUP	13803	4	M	ROUZIER	Bertrand	ECO	577	8	F	MOREAU	Stéphanie	ECO	500	3	M	CHALUMEAU	Philippe	ENS	9545	9	F	LAURENT	Inès	DVC	1112	2	M	LEBRETON	Olivier	LR	4129	6	F	DE LANOUVELLE	Sophie	REC	1525	1	M	DUCAMP	François	RN	3251																																																																														
37_02	37	02	92234	44316	47918	754	296	46868	6	F	BRUNET	Anne	DXG	640	2	F	GOBERT	Christelle	NUP	12102	7	M	LANNOY	Christophe	ECO	1671	1	M	LABARONNE	Daniel	ENS	15187	8	F	NICOLAEFF	Svetlana	LR	3640	3	F	DELAHAYE	Angélique	DVD	1305	5	M	DAILLET	Dominique	REC	2044	4	M	GUESTAULT	Christophe	RN	10279																																																																																				
37_03	37	03	99409	48032	51377	854	310	50213	2	M	LEGENDRE	Christophe	DXG	572	10	F	DELORE	Claire	DXG	477	7	F	SIRVEN	Roxane	NUP	12127	5	F	LOIRE	Maria	ECO	1810	9	F	LECHEVALIER	Morgane	DIV	239	8	M	ALFANDARI	Henri	ENS	12686	3	F	MÉTADIER	Sophie	UDI	10448	4	F	SCHULTZ	Naima	DSV	626	6	F	PATTE	Sylvie	REC	1392	1	F	PROTIN	Irène	RN	9836																																																																								
37_04	37	04	92304	45720	46584	706	318	45560	8	M	GARDEAU	Kévin	DXG	570	3	M	BAUMEL	Laurent	NUP	13461	1	F	DEFORGE	Caroline	ECO	1848	5	M	MASSET	Jacques	ECO	498	2	M	CHAMBERS	Francis	DIV	65	6	F	BEN LAHCEN	Nesrine	DIV	153	9	F	COLBOC	Fabienne	ENS	13666	10	F	LAGRÉE	Sophie	LR	4349	7	M	DE LA FERTÉ	Olivier	REC	1907	4	M	BELLANGER	Jean-François	RN	9043																																																																								
37_05	37	05	87110	43163	43947	639	276	43032	1	F	DELARUE	Christine	DXG	771	8	F	DESMARES LANGLADE	Françoise Jeanne Renée	NUP	8339	2	M	GIRARDIN	Charles	ECO	2771	5	M	COUSIN HAMELAL	Émilien	ECO	619	6	F	THILLAYE	Sabine	ENS	12543	3	M	BOIGARD	Fabrice	LR	5788	7	M	MARTINEZ	Patrick	DVD	941	4	M	JULIEN	Bruno	REC	2191	9	F	LOUISIN	Ambre	RN	9069																																																																														
38_01	38	01	85682	36708	48974	525	197	48252	1	M	ADAM	Rémi	DXG	376	9	F	ROBIN	Salomé	NUP	17785	4	M	PERIER	François-Marie	ECO	618	5	F	PIGNATARO	Agnese	ECO	565	2	M	VÉRAN	Olivier	ENS	19543	7	F	BOER	Brigitte	LR	3217	8	M	LAFEUILLE	Bruno	DSV	415	6	F	CHIABERTO	Marine	REC	2326	3	F	MEYRIEUX	Aurore	RN	3407																																																																														
38_02	38	02	78583	42175	36408	419	178	35811	8	F	GOMEZ	Chantal	DXG	318	1	F	CHATELAIN	Cyrielle	NUP	12003	5	F	CONDAT	Carole	DVG	1387	7	M	RUBES	Jérôme	DVG	646	2	M	MANOUKIAN	Grégory	ECO	869	6	M	GAFSI	Mohamed	ECO	409	12	M	OLIVIER	David	ECO	317	4	M	MORAND	Maxence	REG	16	9	M	COLAS-ROY	Jean-Charles	ENS	10188	11	F	SARRAT	Fabienne	LR	1732	3	F	BURGAZ	Muriel	REC	1452	10	F	BAILLY	Clhoé	RN	6474																																																												
38_03	38	03	60394	31119	29275	262	102	28911	1	F	BRUN	Catherine	DXG	264	7	M	EDWIGE	Romain	DXG	123	2	F	MARTIN	Élisa	NUP	12284	3	F	KRIEF	Sandra	ECO	327	6	F	JIMENEZ DEBEZE	Isabelle	ECO	610	10	M	GEMMANI	Stéphane	ECO	1743	8	F	CHALAS	Emilie	ENS	7112	4	M	CHAPPET	Clément	LR	2049	5	F	TIVOLLE	Lucie	REC	975	9	F	DUPRÉ	Christel	RN	3424																																																																								
38_04	38	04	91874	45169	46705	507	161	46037	3	M	GERIN-MOMBRUN	Yves	DXG	231	9	M	ZIEGLER	Jean-Alain	DXG	356	4	F	BATTISTEL	Marie-Noëlle	NUP	19437	8	F	HIREL	Josiane	ECO	1694	1	F	LACROIX	Fanny	ENS	10697	6	M	KRAEMER	Michaël	DVD	3391	2	M	JEULIN	Quentin	DSV	691	5	F	OLIVIER	Isabelle	REC	1922	7	M	GUYOT	Olivier	RN	7618																																																																														
38_05	38	05	106035	50981	55054	770	220	54064	6	F	LECROQ	Françoise	DXG	228	9	F	TULIPE	Christine	DXG	427	4	M	IORDANOFF	Jérémie	NUP	17457	10	M	VERGEZ	Frédéric	DVG	2887	3	M	ROSSET	Frédéric	ECO	1460	5	F	LEAL	Fabienne-Claire	ECO	783	8	F	HELLER	Nathalie	ECO	543	11	F	JAY	Florence	ENS	16651	1	F	KOLMAKOVA	Anna	DSV	1072	2	M	FERES	Quentin	REC	2647	7	M	SANTANA	Jérôme	RN	9909																																																																		
38_06	38	06	89139	47975	41164	659	150	40355	1	F	GOMEZ	Denise	DXG	518	8	F	FINAS-FILLON	Nicole	NUP	8740	6	M	MAURAD	Elyas	DVG	188	5	F	MOTIN	Cendra	ENS	10561	3	F	MERLE	Annick	LR	5424	2	F	HOLTZ	Sylvie	DSV	623	7	F	JULLIEN	Amélie	REC	2201	4	M	JOLLY	Alexis	RN	12100																																																																																				
38_07	38	07	96116	48948	47168	670	227	46271	6	M	PERRODIN	Bruno	DXG	446	9	F	DICHARD	Dominique	NUP	9694	10	M	LILLO	Pietro Roberto	DVG	109	2	F	MEILLIER	Estelle	ECO	1239	8	F	GITTON	Odile	DIV	649	4	F	PRUVOST	Pascale	ENS	9155	1	M	NEUDER	Yannick	LR	11492	3	F	ROURE	Paulette	DSV	673	5	M	GAGNIEU	Hugo	REC	1879	7	M	MOULIN-COMTE	Alexandre	RN	10935																																																																								
38_08	38	08	82497	42492	40005	510	188	39307	1	M	LACAILLE	Jacques	DXG	495	6	M	DOGON	Quentin	NUP	8995	4	M	DUFOUR	Eloïc	ECO	1183	8	F	ABADIE	Caroline	ENS	9113	3	M	LASSALLE	Jean-Claude	LR	8213	7	M	GOUJON	Jean-Louis	DSV	638	5	M	MONNIER	Thibaut	REC	1663	2	M	AUGUSTE	Benoit	RN	9007																																																																																				
38_09	38	09	100662	49683	50979	789	188	50002	8	F	DETROYAT	Claude	DXG	664	4	F	NOSBÉ	Sandrine	NUP	15271	7	F	TADDEI	Anaëlle	ECO	799	9	M	ROURE	Guillaume	REG	80	2	F	JACQUIER-LAFORGE	Elodie	ENS	14981	1	M	GATTAZ	Bruno	LR	6135	6	F	ROSEMBERG	Odile	DSV	657	3	F	SEROR	Sandrine	REC	1789	5	F	BÈNE	Cécile	RN	9626																																																																														
38_10	38	10	98790	54222	44568	587	208	43773	13	M	BORDES	Clément	DXG	335	1	M	BRUNON	Allan	NUP	10485	2	F	JAMMOT SCHWANDER	Elodie	DVG	1179	5	M	ZOUAGHA	Mounir	DVG	186	6	M	LEVIAUX	Pierre	DVG	312	3	F	MERINO	Estelle	ECO	1099	9	F	DUPONT	Ariane	ECO	450	10	F	HULARD	Amélie	REG	15	8	F	MEYNIER-MILLEFERT	Marjolaine	ENS	11347	4	M	LEPRETRE	Aurélien	LR	3861	12	M	COMPAGNON	Serge	DSV	680	7	M	BLANCHON	Stéphane	REC	2007	11	F	GERMAIN	Nathalie	RN	11817																																																						
39_01	39	01	65016	30743	34273	606	329	33338	6	F	MOREL	Johanne	DXG	565	3	M	BRONDEL	Anthony	NUP	9467	2	F	BRULEBOIS	Danielle	ENS	12247	1	M	MARRAUD DES GROTTES	Benjamin	LR	2556	5	M	PERRET	Thierry	REC	1203	4	M	BOUHALI	Thomas	RN	7300																																																																																																
39_02	39	02	55796	28085	27711	422	157	27132	6	M	MARCHET	Christian	DXG	232	4	F	TERNANT	Evelyne	NUP	6651	3	F	GALLOIS JOBEZ	Delphine	ENS	5047	1	F	DALLOZ	Marie-Christine	LR	8146	2	M	LINDA	Jérôme	DVD	1122	7	M	MARINO	Louis	DVD	1	5	F	DESSEIGNE	Nathalie	DSV	596	8	M	DE KEERSMACKER	Nicolas	REC	709	9	F	HOUTHOOFD	Garance	RN	4628																																																																														
39_03	39	03	70381	33854	36527	590	244	35693	9	F	REVOY	Dominique	DXG	510	2	M	PRAT	Hervé	NUP	8865	8	F	EL MEZOUGHI	Rim	DVG	1589	7	F	PROST	Anne-Colette	ENS	5349	3	M	CHAPITAUX	Médéric	DVC	289	6	F	GRUET	Justine	LR	9144	5	F	PILLOY	Anne	DSV	521	1	F	BLAISE	Nathalie	REC	1162	4	F	VUILLEMIN-PLANÇON	Aurore	RN	8264																																																																														
40_01	40	01	108518	51017	57501	1279	426	55796	10	M	BON	Jean-Claude	DXG	481	7	M	DE BARBEYRAC	Guy	NUP	12805	2	M	LARGE	Daniel	DVG	2281	9	M	DOBAT	Jwanakan	ECO	623	11	M	DUBREUIL	Jean-Jacques	REG	469	5	F	DARRIEUSSECQ	Geneviève	ENS	18633	1	M	CAZAUBON	Sébastien	DVC	3062	6	F	HARAMBAT	Marie-Christine	LR	3516	4	M	MARTIN	Laurent	DSV	489	8	M	DAVID	Stéphane	REC	2196	3	M	DUFAY	Michel	RN	11241																																																																		
40_02	40	02	123024	58512	64512	1287	431	62794	9	M	DEMANGEOT	Pascal	DXG	493	6	M	LESPADE	Jean-Marc	NUP	18992	11	M	HARENG	Jonathan	ECO	943	4	F	LECUONA	Dominique	REG	574	2	M	CAUSSE	Lionel	ENS	21213	5	F	DE BROSSES	Sophie	DVC	2731	10	M	VERNIER	Marc	LR	3013	1	M	LAFFONT	Christian	DVD	1242	7	M	ETCHOIMBORDE	Jean-Pierre	DSV	897	8	F	LOUBET	Muriel	REC	2580	3	F	RIVOIRE	Véronique	RN	10116																																																																		
40_03	40	03	99462	42930	56532	1101	506	54925	2	F	VOUTAZ	Carole	DXG	504	5	M	HURIEZ	Daniel	DXG	438	1	M	VALLAUD	Boris	NUP	22057	6	M	RICHARD	Matèu	REG	649	3	M	BROQUÈRES	Jean-Francois	ENS	13656	9	F	LASSORT	Christelle	DVC	2675	8	F	BERGINIAT	Marion	LR	2849	7	F	DU BREUIL HELION DE LA GUÉRONNIÈRE	Isabelle	REC	1780	4	F	FRANCESCHINI	Sylvie	RN	10317																																																																														
41_01	41	01	82775	41223	41552	649	283	40620	4	M	LOMBARD	Alain	DXG	490	3	M	MESNAGER	Hervé	RDG	1299	6	M	BELKADI	Reda	NUP	9873	2	F	POMI	Fabienne	ECO	569	9	M	VIEIRA	Gildas	DIV	1488	8	M	FESNEAU	Marc	ENS	12985	5	M	BENAKCHA	Malik	LR	3015	7	M	MARTIN	Frank	REC	1828	1	M	CHASSIER	Michel	RN	9073																																																																														
41_02	41	02	80246	39744	40502	714	298	39490	6	F	MAIDON	Caroline	DXG	511	4	M	DEMALINE	Jérémie	NUP	6703	8	F	CHAPLAULT	Emmanuelle	ENS	8009	2	F	DRUESNE	Marie-Thérèse	DVC	860	5	M	PINSON	Patrick	DVC	800	7	M	CHEREAU	François	DVC	767	3	M	BIOULAC	Pascal	LR	6824	1	M	PELTIER	Guillaume	REC	5523	9	M	CHUDEAU	Roger	RN	9493																																																																														
41_03	41	03	81926	38630	43296	777	322	42197	8	M	LAMY	Claude	DXG	649	6	M	PETIT	Noé	NUP	8144	4	M	MARION	Christophe	ENS	10357	1	F	KERMAD	Dahbia	DVC	918	2	M	BRINDEAU	Pascal	UDI	9161	7	M	DOUMAS	Eric	DVD	780	5	F	RABRAULT	Isabelle	DSV	539	3	F	HUET	Sabrina	REC	1508	9	F	BARDET	Marine	RN	10141																																																																														
42_01	42	01	64587	35530	29057	253	98	28706	5	M	BROSSARD	Romain	DXG	183	2	F	FEDINGER	Pascale	RDG	265	7	F	COPIN	Laetitia	NUP	6487	4	M	COURBON	Pierrick	DVG	6292	9	F	COLOMBET	Frédérique	ECO	375	3	M	HARMANCI	Yakup	DIV	136	1	M	BATAILLON	Quentin	ENS	6746	10	F	PERRIN-PATURAL	Anne-Audrey	DVC	331	11	F	OSTYN	Alexia	UDI	1288	6	F	DUSSART	Samia	REC	1400	8	F	SIMON	Marie	RN	5203																																																																		
42_02	42	02	50916	28033	22883	263	104	22516	6	M	SIROT	Bernard	DXG	133	11	F	DIETERICH	Sophie	DXG	234	5	F	BENCHARIF	Zahra	RDG	931	10	F	TAURINYA	Andrée	NUP	7738	2	M	JACQUEMARD	David	ECO	371	3	F	DOUSPIS	Nathalie	ECO	308	8	M	MIS	Jean-Michel	ENS	6161	1	M	FONTVIEILLE	Quentin	DVC	103	4	F	REY	Marie-Camille	LR	1938	9	F	MOREAU	Francette	REC	1145	7	M	BREUIL	Hervé	RN	3454																																																																		
42_03	42	03	83522	45258	38264	719	108	37437	6	F	HUSSEINI	Pauline	DXG	327	4	F	ASSAOUNE	Mariam	RDG	479	3	M	BONY	Vincent	NUP	8858	2	M	CAILLON	Louis	DVG	643	10	F	MOREL	Nina	DVG	185	8	F	MARTIN	Catherine	ECO	456	9	M	MANDON	Emmanuel	ENS	9621	12	M	LE JAOUEN	Éric	DVC	800	11	M	DUGUA	Axel	LR	5060	13	M	BESSON	Pascal	DVD	376	1	F	LEGLISE	Sandrine	DSV	545	14	M	VIDAL	Alexandre	DSV	130	5	F	SURPLY	Isabelle	REC	2067	7	F	LA MARCA	Angelina	RN	7890																																																
42_04	42	04	103959	54268	49691	640	225	48826	1	M	CUADROS	Sauveur	DXG	529	6	F	BELMOUDEN	Sana	RDG	975	7	M	PAEMELAERE	Bernard	NUP	11501	9	M	THOMAS	Pascal	ECO	1177	10	F	VIDAL	Véronique	ECO	434	11	F	BINT ZAYD	Aïcha	DIV	189	2	F	SEBAN	Shannon	ENS	8224	5	M	CINIERI	Dino	LR	12601	3	M	VIGOUROUX	Sylvain	DSV	711	4	M	ROUQUEROL	Jean-Baptiste	REC	1930	8	M	GIBERT	Anthony	RN	10555																																																																		
42_05	42	05	102303	50600	51703	822	305	50576	10	F	ROCHE	Édith	DXG	512	8	F	EMORINE	Marilyne	RDG	1094	2	M	STEVENSON	Ismaël	NUP	10292	3	M	CHEVRET	Grégory	ECO	768	6	M	GRANCHAMP	Philippe	ECO	558	1	F	SARLES	Nathalie	ENS	11842	5	M	VERMOREL-MARQUES	Antoine	LR	13031	9	M	CAZOTTES BOSCO	Kevin	DSV	544	4	M	PESSOA	Raphaël	REC	2058	11	F	GRANGER	Sandrine	RN	9623	7	M	ESTEVENY	Yann	DXD	254																																																																		
42_06	42	06	111138	54802	56336	838	296	55202	1	M	PETIOT	Yves	DXG	593	8	F	MARCUCCILLI	Jacqueline	DXG	439	4	F	OLIVE	Marie-Paule	NUP	10482	6	F	BRIAUT	Catherine	ECO	642	3	M	BOROWCZYK	Julien	ENS	14590	5	M	TAITE	Jean-Pierre	LR	14001	7	F	ROBINOT	Marie-Belle	DSV	688	9	F	PERROT	Maylis	REC	2240	2	M	GRANGER	Grégoire	RN	11527																																																																														
43_01	43	01	101606	48317	53289	646	248	52395	6	F	DRACOS	Electre	DXG	466	8	F	GACON	Celline	NUP	9933	1	M	SAMARD	Dominique	ECO	1283	7	F	LEGER-PORTAL	Virginie	ECO	432	2	F	GALLIEN	Cécile	ENS	7459	3	F	VALENTIN	Isabelle	LR	23940	4	F	POUMEAU DE LAFFOREST	Emmanuelle	REC	1375	5	F	FOURETS	Suzanne	RN	7507																																																																																				
43_02	43	02	79494	37177	42317	701	350	41266	11	M	BREBION	Antoine	DXG	375	6	F	SIGAUX	Azelma	NUP	8166	1	M	COCHET	Philippe	ECO	578	5	M	CLEMENT	Jean-Philippe	ECO	856	8	M	CLOEZ	Théophile	DIV	156	3	M	LAFONT	Clément	REG	368	9	M	ALLEGRE	Christian	ENS	4764	7	M	VIGIER	Jean-Pierre	LR	18850	10	F	BARBIER	Corine	DSV	495	4	F	D'AUBIGNAN	Clémence	REC	1040	2	M	PEREZ	Thierry	RN	5618																																																																		
44_01	44	01	77125	34947	42178	573	101	41504	10	F	DEFRANCE	Hélène	DXG	284	4	M	BENBRAHIM	Karim	NUP	15343	2	M	DAVOZ	Pascal	ECO	260	3	F	GIREL	Nicole	ECO	1852	8	M	PATARD	Nicolas	ECO	318	11	M	CHRETIEN	Bernard	DIV	72	13	M	TAN	David	DIV	42	7	M	MENANT	Vincent	REG	50	5	M	BELHAMITI	Mounir	ENS	13067	9	M	BÉRAUD	Anthony	LR	5212	1	M	LHOMMEAU	Jean-Claude	DSV	368	12	F	GODON	Carol	REC	1984	6	M	PECQUEUR	Bryan	RN	2652																																																						
44_02	44	02	91433	40126	51307	662	191	50454	5	M	BAZILLE	Nicolas	DXG	385	6	M	GARDENT	Olivier	DXG	194	4	M	KERBRAT	Andy	NUP	23524	10	M	MILBEO	Sébastien	ECO	508	7	F	LAMBART	Christine	REG	1173	8	F	PRIOLLAUD	Elisa	REG	515	3	F	OPPELT	Valérie	ENS	14350	1	M	CHOMBART DE LAUWE	Foulques	LR	4717	9	F	DALICHOUX	Ludivine	DSV	491	11	F	SCHEFFEN	Cecile	REC	2077	2	M	GASNIER	Nicolas	RN	2520																																																																		
44_03	44	03	96735	48854	47881	1031	221	46629	1	M	TERRIEN	Olivier	DXG	287	4	F	DOLIDON	Hélène	DXG	510	5	F	AMIOT	Ségolène	NUP	19990	6	F	GUÉGUEN	Ophélie	ECO	612	3	M	PERROT	Gildas	REG	881	8	M	DURET	Gwenvaël	REG	1271	9	F	BRUNET	Anne-France	ENS	13662	11	F	VAN GOETHEM	Sophie	LR	2686	7	M	DUPRAT	Benjamin	DSV	585	10	M	FAUCHAIT	Thibault	REC	1523	2	F	JARRY	Véronique	RN	4622																																																																		
44_04	44	04	93261	45027	48234	585	257	47392	3	F	PICAVEZ	Christine	DXG	139	7	M	PELLEGRINI	Stephane	DXG	461	6	F	LAERNOES	Julie	NUP	20291	1	M	CHEVALIER	Bruno	DVG	2202	9	M	PROD'HOMME	Matthias	DVG	28	4	M	MESGUICH	Frédéric	ECO	538	11	M	BASQUE	Alexandre	REG	535	12	F	AMADOU	Aude	ENS	13908	5	F	PAVAGEAU	Sophie	LR	2737	2	F	BUGNON	Nadège	DSV	535	10	M	BUTEAU	Yohan	REC	1180	8	F	PINEAU	Gaëlle	RN	4838																																																												
44_05	44	05	125896	59856	66040	1034	297	64709	3	F	CLOPEAU	Emmanuelle	DXG	630	1	F	LALANDE	Sabine	NUP	21173	10	M	DEBUIRE	Jérôme	ECO	2686	11	M	KUCHARCZYK	Tadeusz	DIV	688	6	F	TRÉDAN	Maëlig	REG	624	5	F	EL HAIRY	Sarah	ENS	24235	9	M	GARNIER	Didier	DVC	2741	2	M	VINCENT	Romain	DVD	1284	7	F	AVOT	Laure	DSV	779	4	M	CLEMENCE	Arnaud	REC	2394	8	F	KARCHER	Millà	RN	7475																																																																		
44_06	44	06	115370	59617	55753	1132	433	54188	1	F	CATHELINE	Marie-Paule	DXG	735	11	M	RAUX	Jean-Claude	NUP	17755	10	F	LETELLIER	Karine	ECO	580	9	M	FLIPPOT	Jacky	REG	514	2	M	ESNAULT	Jordan	ENS	13649	4	M	LE HÉCHO	François-Xavier	DVC	2108	7	M	GUYOT	Francois	LR	5179	6	F	LAILLÉ	Catherine	DVD	1624	8	M	PETIT	Tony	DSV	808	5	F	BUREAU	Sandra	REC	1912	3	M	BOUGOT	Teddy	RN	9324																																																																		
44_07	44	07	117302	57535	59767	1095	358	58314	1	F	BELIN	Marie-France	DXG	744	12	F	MAHÉ	Veronique	NUP	14147	3	M	SEILLÉ	Alain	ECO	1956	5	F	JOSSIC	Donatienne	ECO	668	9	M	BOUTRY	Olivier	DIV	16	11	F	JOSSO	Sandrine	ENS	13108	2	M	GONTIER	Jean-Yves	DVC	5810	6	M	PLOUVIER	Bertrand	LR	7712	7	F	AURY	Martine	DVD	881	10	M	BOURDEAU	Gaël	DSV	955	8	M	GAUDEAU	Laurent	REC	3008	4	F	LE PAGE	Laurence	RN	9309																																																												
44_08	44	08	90125	47488	42637	507	202	41928	4	M	LE BELLER	Eddy	DXG	648	8	M	TAVEL	Matthias	NUP	13432	11	M	PERRIN	Xavier	DVG	5174	7	F	PETREAU	Bénédicte	ECO	462	13	M	BOUCHEZ	David	DIV	107	1	F	BOSSARD	Cécilia	REG	12	2	M	CARRO	Hervé	REG	597	6	F	DESMARIE	Evelyne	REG	277	10	F	DUFEU	Audrey	ENS	11341	3	F	PORCHER	Andréa	LR	1901	5	F	MASSON	Edith	DSV	475	9	F	DUVILLIER	Frédérica	REC	1059	12	M	BOUCHET	Gauthier	RN	6443																																																						
44_09	44	09	129927	64111	65816	1120	410	64286	10	F	HERVO	Annie	DXG	853	8	F	MACON	Hélène	NUP	18384	2	M	ROZIER	Ulrich	ECO	671	7	F	RENAUDIN	Maryse	REG	491	9	M	MOUTOT	Alexandre	REG	262	3	M	HAURY	Yannick	ENS	16449	12	M	BROUNAIS	Paul	DVC	7341	4	M	LE COZ	Alain	UDI	3792	1	M	PILET	Dominique	DVD	1660	11	M	AVELLO	Alain	DSV	958	6	M	CHOMARD	Laurent	REC	2067	5	M	MALDINEY	Bastian	RN	11358																																																												
44_10	44	10	123757	59919	63838	1000	479	62359	12	F	GARDAIR	Emmanuèle	DXG	572	6	M	CAILLETEAU	Bruno	NUP	18699	4	M	BONAMY	Guillaume	DVG	1404	5	F	SAICHE	Malika	ECO	647	9	M	DANA	Richard	DIV	695	11	M	CHÉNEAU	Maxime	REG	476	8	F	ERRANTE	Sophie	ENS	19638	10	F	LUQUIAU	Charlotte	LR	9377	7	M	CHÉNEAU	Philippe	DVD	926	2	F	LEMPERNESSE	Florence	DSV	935	1	F	LEGER	Sabine	REC	1979	3	F	BANNWARTH	Geneviève	RN	7011																																																												
45_01	45	01	77605	38526	39079	529	220	38330	6	M	TREPKA	Claude	DXG	470	8	F	KOUNOWSKI	Ghislaine	NUP	10989	5	F	KHUWAYLID	Dounia	DIV	235	2	F	RIST	Stéphanie	ENS	13988	3	M	COUSIN	Thierry	UDI	4621	1	F	KHIDER	Sabryna	DSV	496	4	F	LEQUEN	Patricia	REC	1689	7	M	HELIE	François-Valbert	RN	5842																																																																																				
45_02	45	02	87280	45283	41997	585	253	41159	6	F	MEGDOUD	Farida	DXG	496	8	M	DUPLESSY	Emmanuel	NUP	10338	1	M	CHAILLOU	Yann	DVG	1720	4	F	BOYER	Anaïs	ECO	737	5	F	BERTRAN	Sarah	DIV	868	10	M	ACHBOUNE	Abdelrachid	DIV	257	9	F	JANVIER	Caroline	ENS	11978	7	M	HOUSSARD	Alexandre	LR	4811	3	M	MALLET	Jean-Paul	REC	2043	2	F	BABIN	Élodie	RN	7911																																																																								
45_03	45	03	70874	34617	36257	569	223	35465	9	M	NAULIN	Michel	DXG	465	3	M	MERLOT	Kévin	NUP	6814	1	M	GOURRET-GUÉNIN	Philippe	ECO	582	6	M	CESSAC	Sébastien	DIV	227	4	F	BARBIER	Carine	ENS	7420	7	M	DE GANAY	Claude	LR	4502	5	M	RIGLET	Jean-Luc	DVD	3289	2	F	LAMARQUE	Isabelle	REC	1235	8	F	PARIS	Mathilde	RN	10931																																																																														
