id	dep	circo	inscrits	abstentions	votants	blancs	nuls	exprimes	p1_panneau	p1_sexe	p1_nom	p1_prenom	p1_nuance	p1_voix	p2_panneau	p2_sexe	p2_nom	p2_prenom	p2_nuance	p2_voix	p3_panneau	p3_sexe	p3_nom	p3_prenom	p3_nuance	p3_voix	p4_panneau	p4_sexe	p4_nom	p4_prenom	p4_nuance	p4_voix	p5_panneau	p5_sexe	p5_nom	p5_prenom	p5_nuance	p5_voix	p6_panneau	p6_sexe	p6_nom	p6_prenom	p6_nuance	p6_voix	p7_panneau	p7_sexe	p7_nom	p7_prenom	p7_nuance	p7_voix	p8_panneau	p8_sexe	p8_nom	p8_prenom	p8_nuance	p8_voix	p9_panneau	p9_sexe	p9_nom	p9_prenom	p9_nuance	p9_voix	p10_panneau	p10_sexe	p10_nom	p10_prenom	p10_nuance	p10_voix	p11_panneau	p11_sexe	p11_nom	p11_prenom	p11_nuance	p11_voix	p12_panneau	p12_sexe	p12_nom	p12_prenom	p12_nuance	p12_voix	p13_panneau	p13_sexe	p13_nom	p13_prenom	p13_nuance	p13_voix	p14_panneau	p14_sexe	p14_nom	p14_prenom	p14_nuance	p14_voix	p15_panneau	p15_sexe	p15_nom	p15_prenom	p15_nuance	p15_voix	p16_panneau	p16_sexe	p16_nom	p16_prenom	p16_nuance	p16_voix	p17_panneau	p17_sexe	p17_nom	p17_prenom	p17_nuance	p17_voix	p18_panneau	p18_sexe	p18_nom	p18_prenom	p18_nuance	p18_voix	p19_panneau	p19_sexe	p19_nom	p19_prenom	p19_nuance	p19_voix	p20_panneau	p20_sexe	p20_nom	p20_prenom	p20_nuance	p20_voix	p21_panneau	p21_sexe	p21_nom	p21_prenom	p21_nuance	p21_voix	p22_panneau	p22_sexe	p22_nom	p22_prenom	p22_nuance	p22_voix
62_05	62	05	90592	49973	40619	535	274	39810	3	M	CARRAUD	Olivier	DXG	663	6	F	BÉLART	Nancy	NUP	7179	1	F	HINGREZ-CEREDA	Mireille	DVG	7295	7	M	BLANCKAERT	Christophe	ECO	1426	5	M	PONT	Jean-Pierre	ENS	9923	8	F	DELBART	Géraldine	DVD	1461	4	F	LUCIEN	Emeline	REC	1172	2	M	GOLLIOT	Antoine	RN	10691																																																																																				
62_06	62	06	93771	46738	47033	904	442	45687	10	F	BOUREL	Laure	DXG	464	5	M	LEBECQ	Pascal	NUP	7302	7	F	DUVIEUBOURG	Patricia	DVG	1438	9	F	BOUREL	Vanessa	ECO	614	1	M	LOIRE-RÉNIER	Terry	REG	174	3	F	BOURGUIGNON	Brigitte	ENS	14667	6	F	MALIAR	Faustine	LR	4500	4	M	ERCKELBOUDT	Simon	DVD	669	11	F	BLAUWART	Claudine	DSV	518	8	M	JUDEK	Jérôme	REC	1484	2	F	ENGRAND	Christine	RN	13857																																																																		
62_07	62	07	94066	54590	39476	473	272	38731	3	F	FATOUX	Isabelle	DXG	289	11	F	MILLOT	Françoise	DXG	518	8	M	VASSEUR	Philippe	RDG	422	2	M	MOUSSALLY	Jean-Pierre	NUP	7468	4	F	NISZCZOTA	Dominique	ECO	546	9	M	WAROCZYK	Henri	ENS	6063	6	M	DUMONT	Pierre-Henri	LR	10570	5	F	LEPRETRE	Laurence	DVD	200	1	M	DESCAMPS	François	DSV	471	10	M	BERTELOOT	Frédéric	REC	871	7	M	DE FLEURIAN	Marc	RN	11313																																																																		
62_08	62	08	92192	47025	45167	598	367	44202	10	M	ZANNIS	Etienne	DXG	563	3	M	ROUSSEL	Simon	NUP	6961	9	M	PETIT	Bertrand	DVG	9961	4	F	VANDOMME	Laura	ECO	804	6	M	POTTERIE	Benoît	ENS	9440	2	M	CARON	Philippe	UDI	2235	8	F	SACHOT	Marie-Denise	DVD	505	7	M	BAYARD	Frédéric	DSV	556	5	F	MAYAUD	Aude	REC	1037	1	M	EVRARD	Auguste	RN	12140																																																																								
62_09	62	09	80121	41475	38646	652	325	37669	5	F	DEFLANDRE	Anne-Marie	DXG	312	7	F	BONIFACIO	Amandine	NUP	6021	12	M	SAINT-ANDRÉ	Stéphane	DVG	2913	4	M	BAÏK	Abdellah	ECO	776	13	F	MARTIN	Corinne	ECO	648	6	M	BRASSEUR	Valentin	DIV	169	10	F	FELLAHA	Zaïna	DIV	48	15	M	GUAQUIER	Julien	DIV	192	9	F	DEPREZ-AUDEBERT	Marguerite	ENS	8626	1	M	ELAZOUZI	Hakim	UDI	3622	8	M	PINCHON	Matthieu	DVD	684	3	F	MATTON	Charlotte	DSV	649	2	F	JUDEK	Fanny	REC	1032	11	F	PARMENTIER	Caroline	RN	11596	14	M	DELAIRE	Jacques	DXD	381																																										
62_10	62	10	88835	49538	39297	735	367	38195	10	M	LALOUX	Geoffrey	DXG	558	2	F	RUS	Ludivine	RDG	1434	7	F	COQUERIE	Sandrine	NUP	6587	11	M	CARINCOTTE	Davy	ECO	1627	4	M	MAJORCZYK	Rémy	DIV	237	3	M	DAGBERT	Michel	ENS	6945	1	F	VANTOUROUX	Françoise	LR	903	8	F	LEU	Noémie	DVD	347	6	M	CAPPE	Florent	DSV	429	5	F	HOUPLAIN	Myriane	REC	898	9	M	FRAPPÉ	Thierry	RN	18230																																																																		
62_11	62	11	94162	54048	40114	482	308	39324	2	F	GAI	Dominique	DXG	592	4	M	LEGRAND	Maxime	RDG	542	6	F	TONDELIER	Marine	NUP	9214	1	F	CARON	Léa	ECO	700	3	M	WEINMANN	Gautier	DIV	274	7	M	RAÏSS	Lahcen	DIV	555	9	F	PINTUS	Alexandrine	ENS	4846	8	F	TASZAREK	Anne-Sophie	UDI	1382	5	F	LE PEN	Marine	RN	21219																																																																														
62_12	62	12	96495	55487	41008	869	424	39715	2	M	VAN LIERDE	Christophe	DXG	477	8	M	SCHEENAERTS	Régis	DXG	650	1	M	DE CARRION	Alain	RDG	1774	6	M	DARRAS	Jérôme	NUP	11703	10	M	AIT MOUSSA	Abdellah	DIV	209	3	M	DEBRUYNE	Patrick	ENS	5927	7	F	BELOT	Martine	LR	766	5	M	PETIT	Matthieu	DSV	524	4	F	DANJOU	Emmanuelle	REC	1076	9	M	BILDE	Bruno	RN	16609																																																																								
63_01	63	01	84175	44992	39183	619	273	38291	4	M	FAUCHEUX	Patrice	DXG	165	6	M	LECLAIR	Dominique	DXG	376	3	F	MAXIMI	Marianne	NUP	13211	1	M	BOUZID	Chrif	DVG	771	5	M	HECQUET	Laurent	DVG	1286	9	F	DE FRANCESCO	Aurélie	ECO	607	8	M	CAPOLINO	Maël	REG	238	11	F	THOMAS	Valérie	ENS	10465	10	M	GALPIER	Sébastien	LR	4320	2	M	OLIVER	Xavier	REC	1235	7	F	BISCOS	Anne	RN	5617																																																																		
63_02	63	02	90065	41065	49000	750	317	47933	10	M	TRUCHON	Franck	DXG	667	1	F	PIRÈS BEAUNE	Christine	NUP	20055	5	M	BERTHON	Kenny	DVG	41	7	F	FREZOULS-LE PONT	Nicole	ECO	634	2	F	MONNET	Karina	ENS	9017	6	M	DURIN	Sylvain	LR	7332	3	F	LACOMBE	Marie-Paule	DVD	667	8	M	FÉLIX	Jean-Pierre	DSV	486	9	M	CHABRIER	Aurélien	REC	1172	4	F	DUPRÉ	Isabelle	RN	7862																																																																								
63_03	63	03	89886	40981	48905	815	346	47744	2	F	SAVRE	Marie	DXG	439	8	F	LHERMET	Florence	RDG	2045	6	M	BONNET	Nicolas	NUP	14363	5	M	BONY	Richard	DVG	1186	9	M	OTHILY	Cédic	ECO	817	11	F	VICHNIEVSKY	Laurence	ENS	13525	10	F	MARCHIS	Marie-Anne	LR	6839	1	F	WATREMEZ	Élisabeth	DVD	660	7	F	LAVIER	Sophie	DSV	531	4	F	HENRY	Mathilde	REC	1580	3	F	BATISSON	Françoise	RN	5759																																																																		
63_04	63	04	101379	49471	51908	982	422	50504	7	M	MAROTTE	François	DXG	749	1	F	GOLÉO	Valérie	NUP	15519	3	F	CHAVROCHE	Isabelle	ECO	766	5	F	LINGEMANN	Delphine	ENS	12870	8	M	PRADIER	Laurent	DVC	2217	10	F	DUBESSY	Florence	LR	8158	4	F	HÉNOUX	Béatrice	DSV	550	2	F	SANCHEZ	Pascale	REC	1296	6	M	BRULÉ	Didier	RN	8379																																																																														
63_05	63	05	104417	50979	53438	762	397	52279	5	F	CAPRON	Gabrielle	DXG	535	6	M	CHASSAIGNE	André	NUP	25686	8	F	TARRERIAS	Emmanuelle	DVG	56	2	M	LE PONT	Philippe	ECO	738	9	F	LEGRAND	Karine	ENS	9156	4	M	COURTHALIAC	Yves	LR	4172	7	M	POINTUD	Pascal	DVD	644	3	M	PRÉVOST	Jérémy	REC	1328	1	F	CARLETTO	Brigitte	RN	9964																																																																														
64_01	64	01	69004	32478	36526	670	239	35617	3	F	HEGOBURU	Agnès	DXG	339	10	M	LALANNE	Jean-Yves	NUP	11318	4	M	ANDRAUD	Cédric	ECO	324	7	F	LORENZI	Muriel	ECO	1016	1	M	PINOTEAU	Jean-Jacques	DIV	526	9	M	SOULERE	Jacques-Henri	DIV	1315	8	F	POUEYTO	Josy	ENS	11243	5	F	LAFARGUE	Sandrine	LR	2709	2	M	PONSARD VIDAL	David	DSV	403	11	F	GILLOT	Juliette	REC	1433	6	M	VERRIERE	François	RN	4991																																																																		
64_02	64	02	83104	38518	44586	918	322	43346	10	M	MARCONI	Cyrille	DXG	617	1	F	FAURE	Cécile	NUP	11040	5	M	MAUHOURAT	Jacques	ECO	1618	9	F	SENMARTIN-LAURENT	Tiphanie	ECO	611	6	F	LASSUS-DAVID	Emilie	DIV	3377	8	M	CIVILETTI	Lucien	DIV	645	3	M	CESCAU	Patrick	REG	597	7	M	MATTEI	Jean-Paul	ENS	14826	2	M	GAIRIN	Marc	REC	2887	4	F	JOINT	Frédérique	RN	7128																																																																								
64_03	64	03	84078	38237	45841	864	335	44642	8	M	MISSIER	Antoine	DXG	234	10	M	DELTEIL	Eric	DXG	342	7	M	BABY	Jean-François	NUP	9211	1	M	HABIB	David	DVG	16345	4	F	CHARLOT	Christelle, Huguette, Sarah	ECO	231	5	F	PEYRE	Edith	ECO	1181	11	F	PERNET	Eva	DIV	207	9	F	BORDENAVE	Karine	REG	587	2	F	COSTEDOAT-DIU	Fabienne	LR	7342	3	F	LE ROUX	Françoise	DSV	618	6	F	ALBANEL	Romane	REC	1497	12	M	CRESSON	Nicolas	RN	6847																																																												
64_04	64	04	80842	36338	44504	999	324	43181	9	M	RIBEIRO	Carlos	DXG	551	7	M	ECHANIZ	Inaki	NUP	10395	4	F	BOUCHARD	Valérie	ECO	931	6	M	DARNET	Paul	ECO	171	3	M	LASSALLE	Julien	DIV	8751	2	M	URRUTIKOETXEA	Egoitz	REG	4333	5	F	TROUNDAY	Annick	ENS	11508	1	F	TAILLEFER	Margaux	REC	1526	8	F	LOPEZ	Sylviane	RN	5015																																																																														
64_05	64	05	99404	49254	50150	873	260	49017	1	M	BARDANOUVE	Philippe	DXG	392	2	F	PEREIRA-OSTANEL	Sandra	NUP	12323	10	M	PATHIAS	Thibault	DVG	1594	6	F	ROUBIN	Sylvie	ECO	1480	7	M	RICHÉ	Thomas	DIV	487	9	F	SUSBIELLE	Hélène	DIV	1561	4	F	HARY	Mathilde	REG	4385	5	F	LASSERRE	Florence	ENS	16657	3	M	GIL	Benjamin	DSV	618	11	F	PILLOT	Annick	REC	2725	8	M	LESELLIER	Pascal	RN	6795																																																																		
64_06	64	06	105501	51779	53722	736	291	52695	9	F	UHART	Jacqueline	DXG	376	1	M	DUBOIS--ROBIN	Tom	NUP	10302	6	M	BRIOLAIS	Kévin	ECO	1453	7	F	GOITSCHEL	Marielle	DIV	1681	3	M	DUFAU	Peio	REG	7667	11	M	BRU	Vincent	ENS	15023	2	M	JOUVET	Philippe	DVC	2579	10	M	TENNESON	Mathis	DVC	508	5	M	BACH	Fabrice Sébastien	LR	2618	4	M	SOUBELET	Bertrand	DVD	3088	8	F	NÉEL	Christiane	REC	2191	12	F	BECKER	Monique	RN	5209																																																												
65_01	65	01	88017	40225	47792	730	322	46740	5	F	SAEZ	Maria	DXG	339	9	F	FERRER	Sylvie	NUP	11539	7	F	BEYRIÉ	Maryse	DVG	9317	1	M	VILLANUEVA	Alexis	ECO	295	6	F	GUÉNICHOT	Ophélie	ECO	1048	2	M	CLARET	Pierre	DIV	1768	8	M	SEMPASTOUS	Jean-Bernard	ENS	11028	3	M	GIRAL	Romain	LR	2344	10	F	BONNECARRERE	Catherine	REC	1684	4	F	SORIN	Marie-Christine	RN	7378																																																																								
65_02	65	02	89775	42742	47033	895	372	45766	2	M	MEUNIER	François	DXG	438	8	M	CRAMPE	Jérome	RDG	6555	5	M	KORN	Grégory	NUP	10504	9	M	CASTÉRA	Yves	DVG	896	3	M	RIGOLLET	Antoine	ECO	598	4	M	DABAT	Jean-Marc	DIV	1973	1	F	BEAUDRY	Delphine	REG	465	7	M	MOURNET	Benoit	ENS	10870	10	F	DUTREY	Véronique	LR	2770	6	F	BARBE	Aline	DSV	547	11	M	ALVES DA CUNHA	Claude	REC	1667	12	M	DUMANOIR	Serge	RN	8483																																																												
66_01	66	01	72771	39576	33195	532	257	32406	10	F	FOURCADE	Fabienne	DXG	219	13	F	ADVENARD	Pascale	DXG	341	1	M	DASPE	Francis	NUP	7659	6	F	SCHMITT	Vanessa	ECO	459	2	M	BARBARIN	Loïc	DIV	0	4	F	PEIX	Rita	REG	667	11	M	CHIFFRE	Anthony Léonce Eugène	REG	250	5	M	GRAU	Romain	ENS	7952	9	F	GAVALDA MOULENAT	Christine	LR	1799	7	M	BOLO	Alexandre	DVD	616	8	F	POCH	Cathy	DSV	471	3	M	CHAMBAUD	Georges-Henri	REC	1811	12	F	BLANC	Sophie	RN	10162																																																						
66_02	66	02	103653	55186	48467	824	297	47346	9	M	GOISET	Philippe	DXG	626	3	M	BERRUÉ	David	NUP	9601	5	M	BLANC	Cyril	ECO	617	8	M	DIAGO	Joël	REG	1322	7	F	LIS	Frédérique	ENS	9700	4	M	BRET	David	LR	4182	6	M	GABARDA	David	DSV	769	2	F	RASPAUD	Alexandra	REC	2717	1	F	SABATINI	Anaïs	RN	17812																																																																														
66_03	66	03	84996	43148	41848	848	357	40643	8	F	URROZ	Anna-Maria	DXG	460	10	F	CULLELL	Nathalie	NUP	11091	1	F	SGARD	Marlène	DIV	456	3	M	MADELINE	Blaise	DIV	8	6	M	GUITART	Henri	DIV	1527	5	F	LE FLOCH	Morgane	REG	1044	9	M	BATAILLE	Pierre	ENS	9902	4	F	MARTIN	Laurence	LR	2359	7	F	PERAULT	Françoise	DSV	586	2	M	MANDAR	Charles	REC	1963	11	F	DOGOR-SUCH	Sandrine	RN	11247																																																																		
66_04	66	04	101918	51319	50599	758	318	49523	2	F	POUPARD	Caroline	DXG	440	5	M	POUS	Jérôme	NUP	10294	1	M	REYNAL	Alexandre	DVG	4727	6	F	BAILLY	Delphine	ECO	754	7	M	MALORTIGUE	Carol	DIV	398	8	F	VINCENT DE BOURBON PAHLAVI	Edwige	DIV	46	11	M	VERA	Jordi	REG	1271	9	M	CAZENOVE	Sébastien	ENS	10799	12	M	GALAN	Bruno	LR	2396	10	M	FABRA	Stéphane	DSV	612	4	F	TRUCHET	Sylvie	REC	2730	3	F	MARTINEZ	Michèle	RN	15056																																																												
67_01	67	01	62677	30864	31813	262	92	31459	1	F	FÈVE	Louise	DXG	140	8	F	BLACHE	Elisa	DXG	68	5	F	REGOL	Sandra	NUP	11976	12	M	ELKOUBY	Éric	DVG	3062	14	M	GOVI	Jérémy	DVG	310	10	M	SAUNER	Lionel	ECO	270	16	F	HAFED	Nawal	ECO	397	2	F	GROSJEAN	Yamina	DIV	198	3	M	ROUCHDI	Jamal	DIV	482	7	M	COURCOUX	Sylvain	DIV	30	13	M	BARRET	Albéric	DIV	376	15	M	SEIGLE-MURANDI	Frédéric	DIV	178	6	F	KARMANN	Stéphanie	REG	236	9	M	FONTANEL	Alain	ENS	9085	17	F	ROZENHAFT	Audrey	LR	1479	4	F	CHRISTMANN	Elena	REC	1111	11	F	VOLOKHOVA	Tamara	RN	2061																														
67_02	67	02	73361	38240	35121	331	131	34659	4	M	RICHARD	Alain	DXG	229	7	M	VINCI	Thibaut	RDG	857	3	M	FERNANDES	Emmanuel	NUP	12785	1	F	GOULET	Déborah	ECO	448	2	F	SCHNITZLER	Fabienne	ECO	768	10	F	LEONHART-GRUBER	Margarethe	ECO	622	6	M	BOUSSIF	Jamal	DIV	234	11	F	BENNES	Armèle	DIV	116	14	M	GRANDJEAN	Alexandre	DIV	177	8	F	DIEMUNSCH	Cendrine	REG	813	5	M	WASERMAN	Sylvain	ENS	10506	9	M	WOLF SAMALOUSSI	Alexandre	LR	2211	13	F	CAMINADE	Nelly	REC	916	12	F	DU PARC	Hombeline	RN	3977																																																
67_03	67	03	70914	38491	32423	320	95	32008	9	F	GRANDMOUGIN	Denise	DXG	197	4	M	MAS	Sébastien	NUP	9864	8	F	CUTAJAR	Chantal	ECO	1433	13	F	NOEL	Patricia	ECO	453	1	M	PLICHON	Valentin	DIV	184	5	F	BERNHARDT	Cindy	DIV	401	11	M	HAMZA	Hicham	DIV	51	10	F	GAUTHERON	Capucine	REG	1044	12	M	STUDER	Bruno	ENS	11123	2	F	SFAXI	Imene	LR	1758	3	F	WETZEL	Virginie	DSV	327	6	F	GAUBERT	Joëlle	REC	864	7	F	DÔ	Stéphanie	RN	4309																																																						
67_04	67	04	97910	50791	47119	550	195	46374	2	M	BENHLAL	Mehdi	DXG	226	6	F	LAHMEUR	Imane	NUP	7952	1	F	LAFAY	Marina	DVG	277	7	M	BEHR	Clément	ECO	1607	10	F	WONNER	Martine	DIV	2494	12	M	NORTH	Alain	DIV	388	11	F	MATZ	Bénédicte	REG	1920	3	F	BUFFET	Françoise	ENS	14554	8	M	AMIET	Éric	LR	6838	9	M	CHIROLLET	Jean-Claude	DSV	329	4	F	BECK	Virginie	REC	1858	5	F	JORON	Virginie	RN	7931																																																												
67_05	67	05	106170	57594	48576	640	266	47670	7	M	DUTTER	Patrick	DXG	473	10	F	TOULZA	Véronique	NUP	7653	5	M	WEBER	Daniel	ECO	1341	8	M	PLUSKOTA	Jean	ECO	819	6	F	TETART	Yolande	DIV	712	2	F	WEISS MOESSMER	Sarah	REG	4021	1	M	SITZENSTUHL	Charles	ENS	15550	12	M	SOHLER	Olivier	UDI	4553	11	M	ERRERA-MULLER	Angelo	DVD	1028	3	M	MERTZ	Quentin	DSV	461	4	F	ABASSI	Mélanie	REC	1007	9	M	WOLFF	Marc	RN	10052																																																												
67_06	67	06	97605	52470	45135	516	181	44438	9	M	CAMUS	René	DXG	292	1	F	MARCHAL-MINAZZI	Martine	NUP	7380	5	M	DEBRIFFE	Martial	ECO	561	8	F	GRUSSI	Véronique	ECO	1272	2	F	HAMM	Carine	REG	2488	7	F	MOREL	Louise	ENS	11267	4	M	MEYER	Philippe	LR	9069	3	M	MACIA	Bastien	DSV	744	6	F	RITTER	Sabrina	REC	1300	10	M	STEINBACH	Jean-Frédéric	RN	10065																																																																								
67_07	67	07	85738	46583	39155	491	262	38402	10	M	MEYER	Jean	DXG	220	4	F	TOUSSAINT	Lou	NUP	4852	2	M	HOENICKE	Brian	ECO	348	7	M	MARGARITO	Dino	ECO	935	3	M	STAB	Cédric	DIV	421	9	M	HECKER	Christophe	DIV	1367	13	M	SOHM	Philippe	DIV	163	5	M	LORBER	Jean-Marie	REG	2110	1	M	DEPYL	Patrick	ENS	5206	6	M	HETZEL	Patrick	LR	13445	12	F	WOJTKOWIAK	Florine	DSV	475	8	M	MORARD	Hervé	REC	677	11	F	ESCHENMANN	Valérie	RN	8183																																																						
67_08	67	08	94515	53686	40829	550	222	40057	7	F	GSELL	Catherine	DXG	228	3	M	AHMED-YAHIA	Samy	NUP	3951	4	F	GROSHEITSCH	Claire	ECO	1328	8	M	JACKY	Bruno	REG	3533	1	F	KOCHERT	Stéphanie	ENS	9849	9	F	SANDER	Anne	DVD	8807	6	F	PISSARD	Colette	DSV	634	2	M	KRILOFF	Sébastien	REC	1200	5	M	KNOEPFFLER	Ludwig	RN	10527																																																																														
67_09	67	09	95481	53635	41846	462	199	41185	5	M	LUCAS	Yann	DXG	319	3	F	WITZMANN	Leilla	NUP	6030	2	M	STEINMETZ	Lenny	DIV	512	9	M	GLUCK	Maurice	REG	2720	8	M	THIEBAUT	Vincent	ENS	11748	1	M	RIEDINGER	Denis	UDI	8695	6	F	DESCHAMPS	Solange	DSV	445	4	F	ALTHERR	Stéphanie	REC	1673	7	M	GNAEDIG	Laurent	RN	9043																																																																														
68_01	68	01	78280	43605	34675	403	170	34102	9	M	SCHAFFAR	Gilles	DXG	234	3	M	MARTIN	Paul	RDG	831	1	F	FRITSCH	Aïcha	NUP	5027	6	F	GISIE	Laure	ECO	627	7	M	ZITVOGEL	Thiébault	REG	700	5	F	KLINKERT	Brigitte	ENS	11791	4	M	HEMEDINGER	Yves	LR	7014	2	F	COUVAL	Cyrielle	DSV	909	8	F	BISCHOFF BATMA	Ariane	REC	1103	10	M	SCHOENBECK	Steven	RN	5866																																																																								
68_02	68	02	92578	48686	43892	624	220	43048	1	F	DEFFARGES	Anne	DXG	286	12	M	BOURGEOIS	Lilian	NUP	6797	2	M	ACKERMANN	Vincent	ECO	808	10	M	SCHERMANN	Gabriel	ECO	1462	4	M	BECKER	Fabien	DIV	531	7	M	MOREAU	Abel	DIV	98	11	M	TROUILLET	Jean-Georges	REG	1849	6	M	OTT	Hubert	ENS	12272	8	M	CATTIN	Jacques	LR	8907	3	F	VANACKERE	Sophie	DSV	909	9	F	GRAVIER	Emily	REC	1236	5	F	AUBERT	Nathalie	RN	7893																																																												
68_03	68	03	87098	48042	39056	442	154	38460	1	M	FERRY	Géraud	DXG	178	8	F	SILVA	Priscille	NUP	4774	3	F	KOENIG	Louise	ECO	440	4	M	STUTZMANN	Marc Thierry	ECO	688	12	M	WAECHTER	Antoine	ECO	1423	2	M	JOHANECK	Jean-Luc	DIV	2881	13	M	ZOELLÉ	Jean-Denis	REG	1930	7	M	LEMAIRE	Didier	ENS	7563	9	M	STRIBY	Patrick	DVC	1946	10	M	ZELLER	Thomas	LR	6894	11	F	FISCHER	Simone	DSV	626	6	F	NOEL	Sandrine	REC	1279	5	M	ZIMMERMANN	Christian	RN	7838																																																						
68_04	68	04	103981	58490	45491	673	446	44372	1	M	SENSE	Aimé	DXG	359	13	F	GAREL	Chrystelle	NUP	6792	3	F	MORGEN	Corinne	ECO	860	8	M	BITTERLIN	Olivier	ECO	629	9	M	ALTHERR	Cédric	ECO	383	11	M	REFFAY	Guillaume	ECO	923	5	M	BASCHUNG	Guy	REG	2089	2	F	MAYER	Sandrine	ENS	8469	10	F	LAPOUBLE BARTHOU	Martine	DVC	115	4	M	SCHELLENBERGER	Raphaël	LR	9874	12	F	CHRISTOPHE	Sylvie	DSV	760	7	F	LEFORT	Ophélie	REC	1497	6	F	WILHELM	Marion	RN	11622																																																						
68_05	68	05	77044	44611	32433	571	106	31756	10	M	KELTOUMI	Salah	DXG	189	12	F	EL HAJJAJI	Nadia	NUP	6452	2	M	DOLUI	David	DVG	320	4	M	BARAZI	Alexandre	ECO	607	7	F	STEIMER	Marie Odile	ECO	699	11	F	NIMESKERN	Amalia	ECO	531	8	M	CHAMY	André	DIV	667	13	M	BASCHUNG	Régis	REG	772	1	M	BECHT	Olivier	ENS	12801	5	M	COLOM	Florian	LR	1717	3	M	OCHE	Lionel	DSV	455	6	M	TAFFARELLI	Emmanuel	REC	1424	9	M	PINTO	Pierre	RN	5122																																																						
68_06	68	06	94467	56288	38179	688	198	37293	7	F	MULOT	Nathalie	DXG	281	12	F	HEBERT	Léonie	NUP	7186	1	M	TARANTOLA	Hugo	ECO	792	2	M	BLUM	Pascal	ECO	785	5	M	BARTH	Stephane	ECO	485	16	M	BREINER	Dimitri	DIV	137	3	F	KARLEN-DEBÈVE	Mireille	REG	224	9	M	ROTH	Laurent	REG	1724	15	M	FUCHS	Bruno	ENS	11996	11	M	ZILL	Yvan	DVC	132	13	F	GERHART	Anne	DVC	1618	8	M	SEVIN	Guillaume	DVD	198	4	M	LOURENÇO	Romuald	DSV	624	6	M	BEAUSSART	Pascal	DSV	8	10	M	MARCELLI	Sylvain	REC	1688	14	F	RITZ	Christelle	RN	9415																																				
69_01	69	01	72729	33448	39281	368	97	38816	10	M	BUGNI	Jim	DXG	320	2	M	DAYME	Grégory	RDG	1460	7	F	GRIES	Aurélie	NUP	14654	8	F	COLOMBIER	Fanny	DIV	119	9	M	CHARRON	Patrick	DIV	470	3	M	RUDIGOZ	Thomas	ENS	12792	1	F	PROST	Anne	LR	3377	5	F	VUARIN--APPA PLAZA	Celina	DVD	478	6	F	BONFILS	Sixtine	REC	1529	4	F	GAGARINE	Voliaria	RN	3617																																																																								
69_02	69	02	74034	29821	44213	345	129	43739	10	F	BRIDAY	Delphine	DXG	275	15	F	RANNOU	Delphine	DXG	86	3	M	JULIEN-LAFERRIERE	Hubert	NUP	15232	2	M	PRIETO	Philippe	DVG	1309	6	M	DRIOLI	Adrien	DVG	1058	4	F	VELICITAT	Claire	ECO	456	5	M	BÖHNKE	Laurent	ECO	39	13	F	AISSOU	Karima	ECO	606	9	M	COULAN	Pascal	DIV	97	14	M	ALI	Muhammad	DIV	132	12	M	ARNAULT	Raphaël	REG	2980	7	M	TERRENES	Loic	ENS	12562	11	F	FOGEL-JEDIDI	Myriam	LR	4077	1	M	SIMON	Pierre	REC	2438	8	F	SINTÈS	Sylvine	RN	2392																																										
69_03	69	03	72442	30185	42257	305	94	41858	4	M	DUDUKDJIAN	Jean-Noël	DXG	265	6	F	BARRALLON	Anaïs	DXG	149	12	M	AUZAL	Jean-François	RDG	986	11	F	GARIN	Marie-Charlotte	NUP	18283	7	F	GUILLAUMONT	Nadège	ECO	385	9	F	RAMOS	Valérie	ECO	732	13	M	TODOROVIC	Nicolas	ECO	588	2	M	CHINAL	Marc	DIV	88	8	M	GEFFRAULT	Alexis	DIV	153	3	F	PEILLON	Sarah	ENS	11835	1	F	DE MONTILLE	Béatrice	LR	3483	10	M	DELUCENAY	Olivier	REC	1872	5	M	VOLLORY	Gérard	RN	3039																																																						
69_04	69	04	78266	32045	46221	402	167	45652	2	F	LAURENT	Coralie	DXG	367	9	M	BADOUARD	Benjamin	NUP	14479	3	F	KEBIR	Nadia	ECO	970	7	F	VEL	Juliette	DIV	151	8	M	BENRAMDANE	Malik	DIV	300	6	F	BRUGNERA	Anne	ENS	15566	4	M	BLACHE	Pascal	LR	7530	1	F	DARBON	Florence	REC	2989	5	F	COULAIS	Véronique	RN	3300																																																																														
69_05	69	05	90167	41191	48976	384	116	48476	7	F	RIVIÈRE	Hélène	DXG	339	6	M	MATTEUCCI	Fabrice	NUP	11063	4	F	BOUARD	Stéphanie	ECO	1442	8	M	SLIMANI	Mohamed	DIV	212	9	F	KABIL	Julie	DIV	542	5	F	BROCARD	Blandine	ENS	17507	2	M	JOINT	Bastien	LR	8449	3	M	LE BEL	Cédric	REC	3058	1	M	DUIGOU	Yves	RN	5864																																																																														
