dep	circo	panneau	sexe	nom	prenom	nuance_ministere	nuance_lemonde	bloc_lemonde	parti_lemonde
08	03	6	F	AUGIER	Laure	DXG	LO	Extrême gauche	Lutte ouvrière
08	03	7	F	PELTRIAUX	Monique	ECO	écol.	Divers	divers écologistes
08	03	8	M	LEMOINE	David	RN	RN	Rassemblement national	Rassemblement national
09	01	1	M	GARNIER	Jean-Marc	RN	RN	Rassemblement national	Rassemblement national
09	01	2	F	TAURINE	Bénédicte	NUP	LFI-Nupes	Nupes	La France insoumise
09	01	3	M	JOSSINET	François-Xavier	REC	Rec.	Reconquête	Reconquête !
09	01	4	M	FABART	Renaud	ECO	Anim.	Divers	Parti animaliste
09	01	5	M	LOMRÉ	Yannick	DSV	Pat.	Extrême droite	Les Patriotes
09	01	6	F	COULY	Claire	DVG	FGR	Gauche	Fédération de la gauche républicaine
09	01	7	F	TRIBOUT	Anne-Sophie	ENS	LRM-Ensemble	Ensemble	La République en marche
09	01	8	F	LAPEYRE	Gisèle	DXG	LO	Extrême gauche	Lutte ouvrière
09	01	9	F	FROGER	Martine	DVG	PS dis.	Gauche	dissident PS hors accord Nupes
09	01	10	M	SALVAT	Jean-Pierre	REG	rég.	Régionalistes	régionalistes
09	02	1	F	CARRIE	Bérengère	RN	RN	Rassemblement national	Rassemblement national
09	02	2	M	CHAROY	Quentin	ECO	Anim.	Divers	Parti animaliste
09	02	3	F	TARRIEUX-ANTRANIKIAN	Alexandra	REC	Rec.	Reconquête	Reconquête !
09	02	4	M	GARCIA	Enzo	REG	rég.	Régionalistes	régionalistes
09	02	5	M	PANIFOUS	Laurent	DVG	PS dis.	Gauche	dissident PS hors accord Nupes
09	02	6	M	LAFFONT	Patrick	DVG	div. g.	Gauche	Divers gauche
09	02	7	M	LARIVE	Michel	NUP	LFI-Nupes	Nupes	La France insoumise
09	02	8	M	DE KERIMEL	Yann	DIV	ext. d.	Extrême droite	divers extrême droite
09	02	9	M	DUTRENOIS	Rémi	ENS	MoDem-Ensemble	Ensemble	Mouvement démocrate
09	02	10	M	AFONSO	Paul	UDI	UDI	LR-UDI	Union des démocrates et indépendants
09	02	11	F	TESTARD	Théodora	DXG	LO	Extrême gauche	Lutte ouvrière
10	01	1	F	FRAENKEL	Stéphanie	LR	LR	LR-UDI	Les Républicains
10	01	2	M	BESSON-MOREAU	Grégory	ENS	LRM-Ensemble	Ensemble	La République en marche
10	01	3	M	GUITTON	Jordan	RN	RN	Rassemblement national	Rassemblement national
10	01	4	M	GIACOMONI	Hervé	REC	Rec.	Reconquête	Reconquête !
10	01	5	F	CANAUD	Marie-Elisabeth	DIV	div.	Divers	divers inclassable
10	01	6	F	PIEPLU	Lydie	DVC	Rés.	Droite	Résistons !
10	01	7	M	SPAGNESI	Laurent	NUP	EELV-Nupes	Nupes	Europe Ecologie-Les Verts
10	01	8	M	PAILLARD	Lionel	DXG	LO	Extrême gauche	Lutte ouvrière
10	02	1	M	VALLÉE	Romain	DXG	LO	Extrême gauche	Lutte ouvrière
10	02	2	M	RIGLET	Sébastien	DVC	div.	Divers	divers inclassable
10	02	3	F	PUFF	Isabelle	DSV	Pat.	Extrême droite	Les Patriotes
10	02	4	F	HENRY	Evelyne	RN	RN	Rassemblement national	Rassemblement national
10	02	5	M	BEAUFUMÉ	Sébastien	ECO	Anim.	Divers	Parti animaliste
10	02	6	F	FONTAINE-GARCIA	Salomé	ENS	MoDem-Ensemble	Ensemble	Mouvement démocrate
10	02	7	F	FRAINCART	Sarah	NUP	LFI-Nupes	Nupes	La France insoumise
10	02	8	M	IGNATOVITCH	Etienne	REC	Rec.	Reconquête	Reconquête !
10	02	9	F	BAZIN-MALGRAS	Valérie	LR	LR	LR-UDI	Les Républicains
10	03	1	M	ANDRIEUX	Pascal	DXG	LO	Extrême gauche	Lutte ouvrière
10	03	2	F	FERNANDEZ	Laure	DSV	Pat.	Extrême droite	Les Patriotes
10	03	3	M	SEFFALS	Gaëtan	NUP	LFI-Nupes	Nupes	La France insoumise
10	03	4	M	HELICK	Lyonnel	DSV	souv.	Divers	divers souverainistes
10	03	5	M	MENISSIER	Dominique	ECO	Anim.	Divers	Parti animaliste
10	03	6	F	BEURY	Loëtitia	ENS	LRM-Ensemble	Ensemble	La République en marche
10	03	7	F	LOPES VAZ	Céline	REC	Rec.	Reconquête	Reconquête !
10	03	8	M	GATOUILLAT	Baptiste	LR	LR	LR-UDI	Les Républicains
10	03	9	M	FREVILLE	Didier	DVC	LRM dis.	Centre	dissident La République en marche
10	03	10	F	RANC	Angélique	RN	RN	Rassemblement national	Rassemblement national
10	03	11	F	COLLOT-TOUZÉ	Nelly	ECO	écol.	Divers	divers écologistes
11	01	1	M	ROULLIAUX	Axel	REC	Rec.	Reconquête	Reconquête !
11	01	2	F	AMALRIC	Laure-Nelly	ECO	écol.	Divers	divers écologistes
11	01	3	F	DANDEU	Patricia	ECO	Anim.	Divers	Parti animaliste
11	01	4	F	SIKORA	Juliette	DIV	div.	Divers	divers inclassable
11	01	5	M	BIASOLI	Gilbert	DSV	DLF	Extrême droite	Debout la France
11	01	6	M	BARTHÈS	Christophe	RN	RN	Rassemblement national	Rassemblement national
11	01	7	F	GADRAT	Nicole	DXG	LO	Extrême gauche	Lutte ouvrière
11	01	8	M	PEREZ	Laurent	LR	LR	LR-UDI	Les Républicains
11	01	9	F	COURRIÈRE CALMON	Sophie	NUP	PS-Nupes	Nupes	Parti socialiste
11	01	10	F	HÉRIN	Danièle	ENS	LRM-Ensemble	Ensemble	La République en marche
11	02	1	M	ROCHER	Edouard	RDG	PRG	Gauche	Parti radical de gauche
11	02	2	M	FALCON	Frédéric	RN	RN	Rassemblement national	Rassemblement national
11	02	3	M	VASSEUR	Baptiste	DVG	div. g.	Gauche	Divers gauche
11	02	4	F	MONTERO-VALLE	Valérie	ECO	div. d.	Droite	divers droite
11	02	5	M	LENFANT	Gérard	DIV	Rés.	Droite	Résistons !
11	02	6	M	THOMAS	Francis	DSV	Pat.	Extrême droite	Les Patriotes
11	02	7	M	CALGARO	Christian	DVC	souv.	Divers	divers souverainistes
11	02	8	F	THIVENT	Viviane	NUP	EELV-Nupes	Nupes	Europe Ecologie-Les Verts
11	02	9	M	CAMBON	Cyril	ECO	Anim.	Divers	Parti animaliste
11	02	10	F	VIGIER	Annette	DXG	LO	Extrême gauche	Lutte ouvrière
11	02	11	M	DARAUD	Jean-François	REC	Rec.	Reconquête	Reconquête !
11	02	12	M	PEREA	Alain	ENS	LRM-Ensemble	Ensemble	La République en marche
11	02	13	M	ESTRADE	Quentin	LR	LCen.	Droite	Les Centristes
11	02	14	M	MIRABILE	Fabien	ECO	écol.	Divers	divers écologistes
11	03	1	M	TURCHETTO	Aurélien	RDG	PRG	Gauche	Parti radical de gauche
11	03	2	M	MARTINEZ	Pierre	ECO	Anim.	Divers	Parti animaliste
11	03	3	M	RANCOULE	Julien	RN	RN	Rassemblement national	Rassemblement national
11	03	4	F	HABERT	Martine	DSV	DLF	Extrême droite	Debout la France
11	03	5	F	DUCOM	Valérie	REC	Rec.	Reconquête	Reconquête !
11	03	6	M	MARTIN	Michel	DXG	ext. g.	Extrême gauche	autres extrême gauche
11	03	7	F	ROBERT	Mireille	ENS	LRM-Ensemble	Ensemble	La République en marche
11	03	8	F	ADDA--NETTER	Johanna	NUP	LFI-Nupes	Nupes	La France insoumise
11	03	9	M	CROS	Jacques	ECO	écol.	Divers	divers écologistes
11	03	10	F	POTTIER	Carine	UDI	UDI	LR-UDI	Union des démocrates et indépendants
11	03	11	M	GALONNIER	Dominique	DXG	LO	Extrême gauche	Lutte ouvrière
12	01	1	M	DA CRUZ	Antoine	DVD	Rés.	Droite	Résistons !
12	01	2	M	BES DE BERC	Godefroy	REC	Rec.	Reconquête	Reconquête !
12	01	3	M	MAZARS	Stéphane	ENS	LRM-Ensemble	Ensemble	La République en marche
12	01	4	F	PLANE	Julia	RN	RN	Rassemblement national	Rassemblement national
12	01	5	F	SAINT-AVIT	Arlette	DXG	LO	Extrême gauche	Lutte ouvrière
12	01	6	F	BESSAOU	Magali	LR	LR	LR-UDI	Les Républicains
12	01	7	F	DUMAY	Marie-Françoise	ECO	div.	Divers	divers inclassable
12	01	8	M	THEBAULT	Léon	NUP	EELV-Nupes	Nupes	Europe Ecologie-Les Verts
12	01	9	M	ARMET	Jean-Philippe	DSV	DLF	Extrême droite	Debout la France
12	02	1	M	DEGUARA	Samuel	ENS	PRV-Ensemble	Ensemble	Parti radical valoisien
12	02	2	M	ALEXANDRE	Laurent	NUP	LFI-Nupes	Nupes	La France insoumise
12	02	3	M	AT	André	LR	LR	LR-UDI	Les Républicains
12	02	4	M	BARTHE	Florian	DVD	Rés.	Droite	Résistons !
12	02	5	M	LELEU	Bruno	RN	RN	Rassemblement national	Rassemblement national
12	02	6	M	DUVAL	Dominique	REC	Rec.	Reconquête	Reconquête !
12	02	7	F	EL HEDRI	Lucile	DXG	LO	Extrême gauche	Lutte ouvrière
12	02	8	M	CANTOURNET	Eric	RDG	PRG	Gauche	Parti radical de gauche
12	02	9	M	VIDAL	Jean-Luc	DSV	Pat.	Extrême droite	Les Patriotes
12	02	10	F	CASSARINI	Myriam	ECO	div.	Divers	divers inclassable
12	02	11	M	CLERGUE	Dominique	DVG	Pirate	Divers	Parti Pirate
12	03	1	M	COMBES	Bernard	DXG	LO	Extrême gauche	Lutte ouvrière
12	03	2	M	ROUSSET	Jean-François	ENS	LRM-Ensemble	Ensemble	La République en marche
12	03	3	F	TENDIL	Lysiane	REC	Rec.	Reconquête	Reconquête !
12	03	4	M	RHIN	Michel	NUP	LFI-Nupes	Nupes	La France insoumise
12	03	5	M	SAINT-PIERRE	Christophe	LR	LR	LR-UDI	Les Républicains
12	03	6	M	CAZORLA	Jean Christophe	RN	RN	Rassemblement national	Rassemblement national
12	03	7	M	NOEL	Thierry	ECO	écol.	Divers	divers écologistes
12	03	8	M	MIRAN	Patrice	ECO	EAC	Divers	Ecologie au centre
12	03	9	M	DAURES	Jean-Marie	DVD	Rés.	Droite	Résistons !
13	01	1	F	GRECH	Sophie	REC	Rec.	Reconquête	Reconquête !
13	01	2	M	BONNARD	Xavier	ECO	div.	Divers	divers inclassable
13	01	3	F	CHENNOUF	Ferielle	ECO	EAC	Divers	Ecologie au centre
13	01	4	M	CECONE	Marc	DXG	LO	Extrême gauche	Lutte ouvrière
13	01	5	F	CARAVELLAZI	Céline	DSV	DLF	Extrême droite	Debout la France
13	01	6	M	GIOIA	Victor	DVD	div. c.	Centre	divers centre
13	01	7	M	AVRIL	Julien	DIV	Pirate	Divers	Parti Pirate
13	01	8	F	JABES	Flora	ECO	Anim.	Divers	Parti animaliste
13	01	9	M	ROSIQUE	Thibaud	NUP	PS-Nupes	Nupes	Parti socialiste
13	01	10	F	LANZALAVI	Marie	REG	Femu-RPS	Régionalistes	Femu a Corsica
13	01	11	F	GRISETI	Monique	RN	RN	Rassemblement national	Rassemblement national
13	01	12	F	AGRESTI ROUBACHE	Sabrina	ENS	LRM-Ensemble	Ensemble	La République en marche
13	01	13	F	BOUALEM-AUBERT	Sarah	LR	LR	LR-UDI	Les Républicains
13	02	1	M	ASSOULY	Avi	ECO	EAC	Divers	Ecologie au centre
13	02	2	F	DENNEVAL	Florence	ECO	Anim.	Divers	Parti animaliste
13	02	3	F	ERMACORA	Hélène	DSV	Pat.	Extrême droite	Les Patriotes
13	02	4	M	SURRY	Dominique	ECO	écol.	Divers	divers écologistes
13	02	5	F	PITOLLAT	Claire	ENS	LRM-Ensemble	Ensemble	La République en marche
13	02	6	M	PERETTI	Sébastien	DIV	div.	Divers	divers inclassable
13	02	7	F	PARODI	Clémence	RN	RN	Rassemblement national	Rassemblement national
13	02	8	M	PERSIA	Alain	DIV	div. d.	Droite	divers droite
13	02	9	F	ESPAZE	Brigitte	DXG	LO	Extrême gauche	Lutte ouvrière
13	02	10	F	BERNASCONI	Sabine	LR	LR	LR-UDI	Les Républicains
13	02	11	M	RUPNIK	Alexandre	NUP	EELV-Nupes	Nupes	Europe Ecologie-Les Verts
13	02	12	M	GRAFFEO	Jean-Marc	REC	Rec.	Reconquête	Reconquête !
13	03	1	F	LELOUIS	Gisèle	RN	RN	Rassemblement national	Rassemblement national
13	03	2	F	SI AHMED	Nadia	ECO	écol.	Divers	divers écologistes
13	03	3	M	BENSAADA	Mohamed	NUP	LFI-Nupes	Nupes	La France insoumise
13	03	4	F	SAID	Elisabeth	ECO	EAC	Divers	Ecologie au centre
13	03	5	F	D'ANGIO	Sandrine	REC	Rec.	Reconquête	Reconquête !
13	03	6	M	TORDJMANN	Adam	ECO	Anim.	Divers	Parti animaliste
13	03	7	F	LOUIS	Alexandra	ENS	Agir-Ensemble	Ensemble	Agir
13	03	8	M	COCAIGN	Bruno	DVC	écol.	Divers	divers écologistes
13	03	9	M	PAPPALARDO	Patrick	LR	LR	LR-UDI	Les Républicains
13	03	10	F	BELKAROUI	Nora	REG	PO-RPS	Régionalistes	Parti occitan
13	03	11	F	GRANDEL	Jacqueline	DXG	LO	Extrême gauche	Lutte ouvrière
13	04	1	F	VINCETTI	Elisabeth	ECO	écol.	Divers	divers écologistes
13	04	2	F	HEUGUET	Mathilde	ECO	Anim.	Divers	Parti animaliste
13	04	3	F	RASTIT	Sandrine	REC	Rec.	Reconquête	Reconquête !
13	04	4	F	DUPUY	Martine	DXG	POID	Extrême gauche	Parti ouvrier indépendant démocratique
13	04	5	F	MANICACCI	Léa	REG	Femu-RPS	Régionalistes	Femu a Corsica
13	04	6	F	BONNET	Isabelle	DXG	LO	Extrême gauche	Lutte ouvrière
13	04	7	M	BOMPARD	Manuel	NUP	LFI-Nupes	Nupes	La France insoumise
13	04	8	M	BOUALEM	Miloud	DVC	MoDem dis.	Centre	dissident MoDem
13	04	9	M	TELLIER	Julien	RN	RN	Rassemblement national	Rassemblement national
13	04	10	F	BEN MOHAMED	Kaouther	DIV	div.	Divers	divers inclassable
13	04	11	M	BENSAID	Majid	DIV	UDMF	Divers	Union des démocrates musulmans français
13	04	12	M	TIRERA	Wally	ECO	EAC	Divers	Ecologie au centre
13	04	13	F	BIAGGI	Solange	LR	LR	LR-UDI	Les Républicains
13	04	14	F	AKODAD	Najat	ENS	LRM-Ensemble	Ensemble	La République en marche
13	05	1	F	RUSSO	Joséphine	DVC	div. c.	Centre	divers centre
13	05	2	M	MONFERRINI	Christian	ECO	écol.	Divers	divers écologistes
13	05	3	M	DE BENSASON	Marc	DSV	Pat.	Extrême droite	Les Patriotes
13	05	4	F	PAGANINI	Vannina	DVD	div. d.	Droite	divers droite
13	05	5	F	NGUYÊN-VAN	Mai	DXG	POID	Extrême gauche	Parti ouvrier indépendant démocratique
13	05	6	F	ANTOINE	Maryline	LR	LR	LR-UDI	Les Républicains
13	05	7	M	BELAÏD	Mourad	DVC	MoDem dis.	Centre	dissident MoDem
13	05	8	M	DIDOUNE	Djamel	ECO	EAC	Divers	Ecologie au centre
13	05	9	F	RACON-BOUZON	Cathy	ENS	LRM-Ensemble	Ensemble	La République en marche
13	05	10	F	MANIVET	Marine	REC	Rec.	Reconquête	Reconquête !
13	05	11	F	MALHOLE	Nathalie	DXG	LO	Extrême gauche	Lutte ouvrière
13	05	12	M	VINAPON	Georges	DVG	div.	Divers	divers inclassable
13	05	13	F	DURAND	Céline	ECO	Anim.	Divers	Parti animaliste
13	05	14	M	DAVI	Hendrik	NUP	LFI-Nupes	Nupes	La France insoumise
13	05	15	F	CHAMAYOU	Anne	DIV	écol.	Divers	divers écologistes
13	05	16	M	VINCETTI	Quentin	ECO	écol.	Divers	divers écologistes
13	05	17	F	LAMBERT	Sandrine	RN	RN	Rassemblement national	Rassemblement national
13	06	1	M	GOULTINE	Eddie	DVG	div. g.	Gauche	Divers gauche
13	06	2	F	BEZ	Éléonore	RN	RN	Rassemblement national	Rassemblement national
13	06	3	M	JOUBERT	Michel	DSV	DLF	Extrême droite	Debout la France
13	06	4	F	HOLAGNE	Magali	NUP	PS-Nupes	Nupes	Parti socialiste
13	06	5	F	HAMICHE	Fazia	ECO	EAC	Divers	Ecologie au centre
13	06	6	F	MOREL	Véronique Catherine Corinne	DXG	LO	Extrême gauche	Lutte ouvrière
13	06	7	M	REAULT	Didier	LR	LR	LR-UDI	Les Républicains
13	06	8	F	HOCINI	Sophia	DVG	FGR	Gauche	Fédération de la gauche républicaine
13	06	9	M	LAUMONIER	Dominique	ECO	écol.	Divers	divers écologistes
13	06	10	M	DUBREUIL	Richard	REC	Rec.	Reconquête	Reconquête !
13	06	11	F	LAREDO	Clara-Maria	REG	Femu-RPS	Régionalistes	Femu a Corsica
13	06	12	M	ROYER-PERREAUT	Lionel	ENS	LRM-Ensemble	Ensemble	La République en marche
13	06	13	F	COLLETTE	Angélique	ECO	Anim.	Divers	Parti animaliste
13	06	14	F	GOY	Sophie	DVC	écol.	Divers	divers écologistes
13	07	1	M	SELLOUM	Arezki	RN	RN	Rassemblement national	Rassemblement national
13	07	2	M	AMOUCHE	Ali	DVG	FGR	Gauche	Fédération de la gauche républicaine
13	07	3	F	ZEROUALI	Karima	DIV	UDMF	Divers	Union des démocrates musulmans français
13	07	4	F	PÉCOUT	Danièle Mireille Lucienne	DXG	LO	Extrême gauche	Lutte ouvrière
13	07	5	M	PROVÉ	François	ECO	écol.	Divers	divers écologistes
13	07	6	F	MERSALI	Nadia	ECO	EAC	Divers	Ecologie au centre
13	07	7	M	DELOGU	Sébastien	NUP	LFI-Nupes	Nupes	La France insoumise
13	07	8	M	LONGO	Lorenzo	REC	Rec.	Reconquête	Reconquête !
13	07	9	F	BOVÉ	Sandrine	ECO	écol.	Divers	divers écologistes
13	07	10	F	MEUCHE	Jacobine	ECO	div.	Divers	divers inclassable
13	07	11	M	CHABOUNI	Nourdine	DIV	div. c.	Centre	divers centre
13	07	12	M	PERNICE	Stéphane	DXG	POID	Extrême gauche	Parti ouvrier indépendant démocratique
13	07	13	M	DELERIA	Raymond	UDI	UDI	LR-UDI	Union des démocrates et indépendants
13	07	14	M	AHAMADA	Saïd	ENS	LRM-Ensemble	Ensemble	La République en marche
13	08	1	M	BAZZALI	Rémy	DXG	LO	Extrême gauche	Lutte ouvrière
13	08	2	F	IMBERT	Sophie	DIV	div.	Divers	divers inclassable
13	08	3	M	AKSIL	Boualam	ECO	EAC	Divers	Ecologie au centre
13	08	4	M	FARGE	Jean-Michel	REC	Rec.	Reconquête	Reconquête !
13	08	5	M	DELIGNY	Eric	NUP	LFI-Nupes	Nupes	La France insoumise
13	08	6	M	GAGO-CHIDAINE	Victor	ECO	Anim.	Divers	Parti animaliste
13	08	7	M	MEHL	Daniel	ECO	écol.	Divers	divers écologistes
13	08	8	M	ZULESI	Jean-Marc	ENS	LRM-Ensemble	Ensemble	La République en marche
13	08	9	M	TONUSSI	Romain	RN	RN	Rassemblement national	Rassemblement national
13	08	10	M	YTIER	David	LR	LR	LR-UDI	Les Républicains
13	08	11	F	GALHARAGUE	Edith	DSV	Pat.	Extrême droite	Les Patriotes
13	09	1	M	OTCHAKOVSKY	François	DXG	LO	Extrême gauche	Lutte ouvrière
13	09	2	M	LACHIQUE	Simon	ECO	EAC	Divers	Ecologie au centre
13	09	3	M	MICHEL	Aurélien	DIV	div.	Divers	divers inclassable
13	09	4	M	BENARIOUA	Rebia	DVG	div. g.	Gauche	Divers gauche
13	09	5	F	LEGUEM	Laurence	REC	Rec.	Reconquête	Reconquête !
13	09	6	M	TROTTMANN	Lucas	NUP	LFI-Nupes	Nupes	La France insoumise
13	09	7	F	KNEZEVIC	Hélène	DSV	DLF	Extrême droite	Debout la France
13	09	8	M	GIBERTI	Roland	LR	LR	LR-UDI	Les Républicains
13	09	9	M	REYNAUD	Jean	REG	PO-RPS	Régionalistes	Parti occitan
13	09	10	M	MAS-FRAISSINET	Bertrand	ENS	LRM-Ensemble	Ensemble	La République en marche
13	09	11	M	SCHIPANI	Giovanni	DVD	div. d.	Droite	divers droite
13	09	12	F	RAYNAUD	Coralie	DXG	POID	Extrême gauche	Parti ouvrier indépendant démocratique
13	09	13	M	COMBO	Daniel	ECO	Anim.	Divers	Parti animaliste
13	09	14	F	BREGEON	Amélie	DVC	div. c.	Centre	divers centre
13	09	15	F	MÉLIN	Joëlle	RN	RN	Rassemblement national	Rassemblement national
13	10	1	F	MESURE	Marina	NUP	LFI-Nupes	Nupes	La France insoumise
13	10	2	M	DAUDE	Patrice	ECO	écol.	Divers	divers écologistes
13	10	3	M	COURTARO	Jean-Philippe	REC	Rec.	Reconquête	Reconquête !
13	10	4	M	VALIENTE	Jean-Claude	DXG	LO	Extrême gauche	Lutte ouvrière
13	10	5	F	GOZZI	Magali	REG	PNC-RPS	Régionalistes	Partitu di a nazione corsa
13	10	6	F	BRUN	Stéphanie	DSV	souv.	Divers	divers souverainistes
13	10	7	M	GONZALEZ	José	RN	RN	Rassemblement national	Rassemblement national
13	10	8	F	COUTENET	Nathalie	DVC	écol.	Divers	divers écologistes
13	10	9	M	PEROTTINO	Serge	LR	LR	LR-UDI	Les Républicains
13	10	10	F	COLANTONIO	Céline	ECO	Anim.	Divers	Parti animaliste
13	10	11	M	MARTI	Robert	DSV	DLF	Extrême droite	Debout la France
13	10	12	F	BOURCET-GINER	Véronique	ENS	MoDem-Ensemble	Ensemble	Mouvement démocrate
13	10	13	F	DESBLANCS	Lucie	ECO	EAC	Divers	Ecologie au centre
13	11	1	M	BRUN	Rodolphe	ECO	écol.	Divers	divers écologistes
13	11	2	F	MARIA	Charlotte	DXG	LO	Extrême gauche	Lutte ouvrière
13	11	3	M	SALORD	Stéphane	NUP	Gen.-Nupes	Nupes	Génération.s
13	11	4	M	EL DEBS	Sébastien	DSV	Pat.	Extrême droite	Les Patriotes
13	11	5	M	PIANO	Jérémie	REC	Rec.	Reconquête	Reconquête !
13	11	6	M	HADJALI	Romain	ECO	Anim.	Divers	Parti animaliste
13	11	7	F	FANFAN	Céline	ECO	EAC	Divers	Ecologie au centre
13	11	8	M	FABRE-AUBRESPY	Hervé	RN	RN	Rassemblement national	Rassemblement national
13	11	9	M	LAQHILA	Mohamed	ENS	MoDem-Ensemble	Ensemble	Mouvement démocrate
13	11	10	M	LIBERMAN	Hervé	UDI	UDI	LR-UDI	Union des démocrates et indépendants
13	11	11	F	VIRZI	Elodie	DVC	div. c.	Centre	divers centre
13	11	12	M	DELALANDE	Régis	REG	PO-RPS	Régionalistes	Parti occitan
13	11	13	M	CASTEL	Rodolph	DVG	div. g.	Gauche	Divers gauche
13	12	1	F	CASTANET	Audrey	ECO	écol.	Divers	divers écologistes
13	12	2	M	DJEDOU	Faouzi	DVG	FGR	Gauche	Fédération de la gauche républicaine
13	12	3	M	DELESPAUL	Hervé	DSV	DLF	Extrême droite	Debout la France
13	12	4	M	CLOSTERMANN	Jacques	REC	Rec.	Reconquête	Reconquête !
13	12	5	M	ROCHE	François	DXG	LO	Extrême gauche	Lutte ouvrière
13	12	6	M	ALLISIO	Franck	RN	RN	Rassemblement national	Rassemblement national
13	12	7	F	CHAUVIN	Isabelle	NUP	LFI-Nupes	Nupes	La France insoumise
13	12	8	M	RIBEIRO	Stéphane	ECO	EAC	Divers	Ecologie au centre
13	12	9	M	DIARD	Eric	LR	LR	LR-UDI	Les Républicains
13	13	1	F	VILLECOURT-GIL	Christiane	REC	Rec.	Reconquête	Reconquête !
13	13	2	M	DHARRÉVILLE	Pierre	NUP	PCF-Nupes	Nupes	Parti communiste français
13	13	3	F	BUSSON	Stéphanie	DSV	Pat.	Extrême droite	Les Patriotes
13	13	4	F	MAINVILLE	Marie	ECO	Anim.	Divers	Parti animaliste
13	13	5	M	FOUQUART	Emmanuel	RN	RN	Rassemblement national	Rassemblement national
13	13	6	F	FRANZI	Olivia	ECO	EAC	Divers	Ecologie au centre
13	13	7	M	CHEVREUX	Joël-Pierre	ECO	écol.	Divers	divers écologistes
13	13	8	M	LOPEZ	Francis	DIV	ext. d.	Extrême droite	divers extrême droite
13	13	9	F	ROUBY	Isabelle	LR	LR	LR-UDI	Les Républicains
13	13	10	M	MÉTRAL	Cyril	DXG	LO	Extrême gauche	Lutte ouvrière
13	13	11	M	BOISSIN	Thierry	ENS	MoDem-Ensemble	Ensemble	Mouvement démocrate
13	14	1	F	CALBET	Catie	REC	Rec.	Reconquête	Reconquête !
13	14	2	M	KAVAZIAN	Alain	ECO	écol.	Divers	divers écologistes
13	14	3	M	BOULAN	Michel	LR	LR	LR-UDI	Les Républicains
13	14	4	M	BONIN	Fabrice	DSV	Pat.	Extrême droite	Les Patriotes
13	14	5	F	COCH	Emeline	RN	RN	Rassemblement national	Rassemblement national
13	14	6	F	LE CACHEUX	Hélène	NUP	LFI-Nupes	Nupes	La France insoumise
13	14	7	F	MICHON	Valérie	ECO	Anim.	Divers	Parti animaliste
13	14	8	F	ROCHE	Anne	DXG	LO	Extrême gauche	Lutte ouvrière
13	14	9	M	LONG	Cédric	REG	PO-RPS	Régionalistes	Parti occitan
13	14	10	F	PETEL	Anne-Laurence	ENS	LRM-Ensemble	Ensemble	La République en marche
13	14	11	F	DE BUSSCHERE	Charlotte	ECO	EAC	Divers	Ecologie au centre
13	14	12	M	BOURGAREL	Rémi	DVC	écol.	Divers	divers écologistes
13	15	1	M	REYNÈS	Bernard	LR	LR	LR-UDI	Les Républicains
13	15	2	F	TESTUT	Anne	DXG	LO	Extrême gauche	Lutte ouvrière
13	15	3	M	VERNAY	Tanguy	DIV	ext. d.	Extrême droite	divers extrême droite
13	15	4	F	CHARIN	Simone	DSV	DLF	Extrême droite	Debout la France
13	15	5	F	JUNG	Michèle	NUP	LFI-Nupes	Nupes	La France insoumise
13	15	6	F	ANZALONE	Marie-Laurence	ENS	MoDem-Ensemble	Ensemble	Mouvement démocrate
13	15	7	F	OUKKAL	Nadia	DVC	div. c.	Centre	divers centre
13	15	8	M	LAPEYRE	Nicolas	ECO	écol.	Divers	divers écologistes
13	15	9	F	KLEIN	Sandrine	ECO	Anim.	Divers	Parti animaliste
13	15	10	F	BANDERIER-ZAHIR	Mounia	DVG	div. g.	Gauche	Divers gauche
13	15	11	M	BAUBRY	Romain	RN	RN	Rassemblement national	Rassemblement national
13	15	12	F	MARCHAND	Audrey	REC	Rec.	Reconquête	Reconquête !
13	16	1	M	TACHE DE LA PAGERIE	Emmanuel	RN	RN	Rassemblement national	Rassemblement national
13	16	2	M	CESARI	Cédric	ECO	Anim.	Divers	Parti animaliste
13	16	3	M	REMISE	Jean-Guillaume	REC	Rec.	Reconquête	Reconquête !
13	16	4	M	CAILLAULT	Christophe	NUP	PS-Nupes	Nupes	Parti socialiste
13	16	5	M	DUBOST	Guy	DXG	LO	Extrême gauche	Lutte ouvrière
13	16	6	F	CAILLAUD	Mariana	ENS	MoDem-Ensemble	Ensemble	Mouvement démocrate
13	16	7	M	MELONI	Jean-Baptiste	DIV	div. d.	Droite	divers droite
13	16	8	F	LAUPIES	Valérie	DSV	Pat.	Extrême droite	Les Patriotes
13	16	9	F	PASQUINI	Sylvie	DXG	NPA	Extrême gauche	Nouveau Parti anticapitaliste
13	16	10	M	SANCHEZ	Grégory	ECO	EAC	Divers	Ecologie au centre
14	01	1	M	THOMAS	Florent	ECO	Anim.	Divers	Parti animaliste
14	01	2	M	CORBERY	Blaise	DVG	div. g.	Gauche	Divers gauche
14	01	3	M	CASEVITZ	Pierre	DXG	LO	Extrême gauche	Lutte ouvrière
14	01	4	F	CHAHINE	Anne-Laure	REC	Rec.	Reconquête	Reconquête !
14	01	5	F	SIMONNET	Sophie	LR	LCen.	Droite	Les Centristes
14	01	6	F	LIBAN	Josseline	RN	RN	Rassemblement national	Rassemblement national
14	01	7	F	BLOUIN	Marlène	DSV	Pat.	Extrême droite	Les Patriotes
